condition_id,question,end_date_iso
0xcdb75cf77efd90be9b597cbdbbd2dab7eb661e6e90aa5811d9ae75e8954e9911,Will the highest temperature in Atlanta be between 53–54 °F on December 6?,2025-12-06T00:00:00Z
0xcfa8e2f246f39b3c0f93ae5d95e9b825ac513307f5def1e15eec3908ab072de4,Will the highest temperature in Seoul be 3 °C or below on December 6?,2025-12-06T00:00:00Z
0xc60d84960bf1909eb4f5d61f94b15a4949d0ae9bf682c1a9cf0b17954b011ca3,Will the highest temperature in Buenos Aires be 26 °C or below on December 6?,2025-12-06T00:00:00Z
0xc4906f277f8b9881c6fa5857621a091029e1f64efeb6bcdbf5ecdd2b84d75403,Will the highest temperature in Toronto be 1 °C on December 6?,2025-12-06T00:00:00Z
0xd9ba959028362f9c14139493d164732e149f4c1137ee8028b1d88a51d9673c63,Will the highest temperature in Atlanta be between 47–48 °F on December 6?,2025-12-06T00:00:00Z
0x27968e7c085cf9cfeec0f05d60f337155955f02953268cdf0b0f14f07222c7bb,Will the highest temperature in Toronto be 3 °C on December 6?,2025-12-06T00:00:00Z
0x25fd3cde861cb15ddba96c837ef840a1b0d357d9f5246b0e915c31149640a032,Will the highest temperature in Buenos Aires be 32 °C or higher on December 6?,2025-12-06T00:00:00Z
0x250b5f16568372d95438199bdf871a2869e7fca4f4262de0a7edb028d3133453,Will the highest temperature in Buenos Aires be 27 °C on December 6?,2025-12-06T00:00:00Z
0x39f31412e26120e93d008b86ea3d9e66e4e466b9d6f468bdc1dce479fd385f94,Will the highest temperature in Buenos Aires be 30 °C on December 6?,2025-12-06T00:00:00Z
0x34149d1789db595e395eca296ccd45e72b43fd2d162406c26b7d1cce50ef07ae,Will the highest temperature in Seattle be between 50–51 °F on December 6?,2025-12-06T00:00:00Z
0x3146f00e13fb10420b6343602474d3ea532cdc813dd356cc9a709448ba17874d,Will the highest temperature in Seattle be 47 °F or below on December 6?,2025-12-06T00:00:00Z
0x3474b8cc05a6f797de7a8bcbd2073721cdf28e80830a0bbdc69dd7c807f7a4c6,Will the highest temperature in Dallas be between 63–64 °F on December 6?,2025-12-06T00:00:00Z
0x090dc990cc0e537721b94b7ae248a5a28e7fc64039d114e5694ef9322350b0a3,Will the highest temperature in Atlanta be 44 °F or below on December 6?,2025-12-06T00:00:00Z
0x00141f9edbeeed9bb7e8a2864238966d656f70815c3a8b9ecda3054dd9cc24a6,Will the highest temperature in Buenos Aires be 28 °C on December 6?,2025-12-06T00:00:00Z
0x1076893ea76bcd1fdc5de35a52dd82d2df8489088f43f8711adfba43b34a4d7d,Will the highest temperature in Seoul be 6 °C on December 6?,2025-12-06T00:00:00Z
0x1cfbd7e86e05d08de1d1b83cdd551d97df5916e02e44d05655bc311ff75cc15a,Will the highest temperature in Atlanta be between 51–52 °F on December 6?,2025-12-06T00:00:00Z
0x11d05359f58970add9bd24d129daf8b663a22ec04b19dbd4b1f932dbf0c99f25,Will the highest temperature in Seoul be 7 °C on December 6?,2025-12-06T00:00:00Z
0x12687f468b32c4492491fa3d4c52f53fffa4243f0a136b6fbc15a4c127fe8e29,Will the highest temperature in Seoul be 4 °C on December 6?,2025-12-06T00:00:00Z
0x118612c7b2f4e3695f028f4d67875e3e30a691b2a3e54cfc723b1f7ee55be634,Will the highest temperature in Atlanta be 55 °F or higher on December 6?,2025-12-06T00:00:00Z
0x6cc49b7425fdd42d23e48dc7a459d9a4154597cfe5099dd0fb8d42d0790553c7,Will the highest temperature in Toronto be 5 °C or higher on December 6?,2025-12-06T00:00:00Z
0x6576066925c0e5673972e4c9b280262c5915f8e750272f28262e1557e4a716c9,Will the highest temperature in Toronto be 2 °C on December 6?,2025-12-06T00:00:00Z
0x7a74c83d7add5678e1f323cd85619e3f527f081be2431af89237d4f7aee86fd2,Will the highest temperature in Dallas be between 59–60 °F on December 6?,2025-12-06T00:00:00Z
0x72cd2fb75515782c668807d62d514706cb0a5c11490956ac4c583cc9de1baaf9,Will the highest temperature in Seattle be between 48–49 °F on December 6?,2025-12-06T00:00:00Z
0x4c9f5aadd561e474eed289223a87c921c1a816f3f34869a7994c23c7a2590fb7,Will the highest temperature in Buenos Aires be 29 °C on December 6?,2025-12-06T00:00:00Z
0x4d9b9ec1435745ce4879c62939632f3aeb6ef37065ae40a1ebf200148a20843f,Will the highest temperature in Buenos Aires be 31 °C on December 6?,2025-12-06T00:00:00Z
0x4b33d0029ee08a3be55770865171af8774805e8d31f8f07f921a9dfc18e5d372,Will the highest temperature in Seattle be between 56–57 °F on December 6?,2025-12-06T00:00:00Z
0x404f1781826a3e13a55b7dba0d33fdd08f0c090c90d79534c455e025a460b5ac,Will the highest temperature in Seoul be 9 °C or higher on December 6?,2025-12-06T00:00:00Z
0x4098ea11ce76b5f9e84ca54a0d219e297cfd185fe78e001f946954d81bf140c1,Will the highest temperature in Dallas be 54 °F or below on December 6?,2025-12-06T00:00:00Z
0x4df0fc8c12bd19e5d0acec849465590d2f4182802fffdc32fe4f09c692d0f550,Will the highest temperature in Seattle be between 54–55 °F on December 6?,2025-12-06T00:00:00Z
0x52b328c1e55dd28963311148081dd65a353cb4fa43f376c37c771f89bbca0b0e,Will the highest temperature in Atlanta be between 49–50 °F on December 6?,2025-12-06T00:00:00Z
0xe6aaeaed1eaba5c98787cd168c98bfb519d013275d76d38fe4620d9035f6ade8,Will Chicago have a white Christmas?,2025-12-25T00:00:00Z
0xdf99b35859d46de86fa59eb4d3afca8ee577e5abbc45598bed8d5c2f07d3e580,Will Seattle have a white Christmas?,2025-12-25T00:00:00Z
0x32b639f8e1f144c9d33f053c487fde0c4fe5cf10a4b2b1711fa64d9f97be56b8,Will Boston have a white Christmas?,2025-12-25T00:00:00Z
0x30dd675bed8d9e9ab5827bc18ba130531ec3f1cbf42c358a117c161617a7594b,Will Miami have a white Christmas?,2025-12-25T00:00:00Z
0x0f8b750b854929231d7709fc6323a5f3440f8487fc93f8dcd68c6ff61ec441a4,Will Washington D.C. have a white Christmas?,2025-12-25T00:00:00Z
0x16702480d90cb660fd9d7c9921e644a1e6fc6df3537aa35b44a75513fd195333,Will St. Louis have a white Christmas?,2025-12-25T00:00:00Z
0x630e19aeec06a522bd059569d65b368cff1bb3c6bbadc5c926eee77d41b41ff0,Will New York City have a white Christmas?,2025-12-25T00:00:00Z
0x6911536758518f0e77d5301cdabde27173cecc99126a953ae4753c9f28bae7ea,Will Philadelphia have a white Christmas?,2025-12-25T00:00:00Z
0x43d3387a5923d8e8d7a585118fe987dc750526fd6a02c33e2b846825d8eab5a1,Will Dallas have a white Christmas?,2025-12-25T00:00:00Z
0x5ec1564e0902e14b11aef7a09e163d6ee9f6539da2f4c05ca91877141143a1c0,Will Detroit have a white Christmas?,2025-12-25T00:00:00Z
0xa08b11cb071c93b414a64dfa0ed32ab540e35c16df5213efac05ae48f484b177,Will it Snow in Atlanta this December?,2025-12-31T00:00:00Z
0xe13dc32de918344f857b261feab9a4bfd5ed8653846f16bfe85889e2a17fc29b,Will it Snow in New York City this December?,2025-12-31T00:00:00Z
0xf27131b2e1fbdcf70030e07567b0d496fbc271eebffd2022590c3f98e2b2222e,Will it Snow in Seattle this December?,2025-12-31T00:00:00Z
0xd18c8995fdbb74c9f614320923b0b0835773dda85b91cb2b7c7a349859f19583,Will it Snow in Phoenix this December?,2025-12-31T00:00:00Z
0xd9e049091509e922bb4154979d0cee70b02541c5ff948fd2df6a74a426631292,Will it Snow in Miami this December?,2025-12-31T00:00:00Z
0x0e1bac16c7cc014a5d803d1ab2325a50a409fd824f0bc247f0f5ba9afe64afc6,Magnitude 6.5+ earthquake in LA before 2026?,2025-12-31T00:00:00Z
0x193844073f23ed98dcfe38fde2b84c396b04ec35c243f49599458aafcbf2a824,Will it Snow in Pittsburgh this December?,2025-12-31T00:00:00Z
0x1d6ee8facc0c4bf9e40972d8a9c195c55ad6d93b48d2be6e3f05978b68f4b479,Will it Snow in Washington D.C. this December?,2025-12-31T00:00:00Z
0x1873b08bfae016f830af95e2f04c4f5ce86e2e7e5a8711c2bb0f312b00fa3478,Megaquake by December 31?,2025-12-31T00:00:00Z
0x14c6e108a10e3c1c31ef1223aefc48f1450ee9b5f30da1511b640ac500aece7e,Will it Snow in Philadelphia this December?,2025-12-31T00:00:00Z
0x7ba51606df3ad371724e6c7ee60f68ca837b8f873803e9ca66253c4cdb131d1a,Will it Snow in Boston this December?,2025-12-31T00:00:00Z
0x540544d6b06cf28fb6943afc68f437567234d61c52a15580e7562ce91d0d298d,Will it Snow in Dallas this December?,2025-12-31T00:00:00Z
0xa6427da636a22cf7afaefb5aac5ca314c5ca5767aa46c095312a5a9c319f84e6,Megaquake by January 31?,2026-01-31T00:00:00Z
0xb38c721014d67d817d49e9f4a3af223f9b5fde4f4b2c85e99b67ef183f379e8f,Will the highest temperature in New York City be 28-29°F on February 1?,2026-02-01T00:00:00Z
0x971059165aeb2ffc9720b025eadc38148baf0271d29a784d0a96265d76fe7b33,Will the highest temperature in New York City be 20-21°F on February 1?,2026-02-01T00:00:00Z
0xdca42e1c2af8700ecd68d546f9e0e59c130da8c2dded85680743fe98a1f92afa,Will the highest temperature in New York City be 24-25°F on February 1?,2026-02-01T00:00:00Z
0x4b1b0a9d0eb43ebdfda305f833017dc47f23037a479bb967bbc5759580f20132,Will the highest temperature in New York City be 26-27°F on February 1?,2026-02-01T00:00:00Z
0x47a576042f19f633be507d257328fdcd8aa0ade33bd14d6ad1e48dd8d9170b69,Will the highest temperature in New York City be 22-23°F on February 1?,2026-02-01T00:00:00Z
0xc203c8efd9c569ea880423593801f56dfd761a205507a9ce3c6f781a06410adc,Will the highest temperature in New York City be 31-32°F on February 2?,2026-02-02T00:00:00Z
0x91af7d5cd1af012af17dd99710f8daae4463a692236e031f5600d83d22064044,Will the highest temperature in New York City be 37-38°F on February 2?,2026-02-02T00:00:00Z
0x912caa763db0c86630ec9e0e2eae73dba3f0f39d7f10214fc244f94d0e7fde80,Will the highest temperature in New York City be 35-36°F on February 2?,2026-02-02T00:00:00Z
0x3ca722801380e84b87fefdf1c30531469798e8dd23ad1406e2bc81ada78f73bf,Will the highest temperature in New York City be 33-34°F on February 2?,2026-02-02T00:00:00Z
0x026cd1a6e125ad3ced4ebd522283e2bd2d6eafed1a0a5f9e856b25303f885cd2,Will the highest temperature in New York City be 29-30°F on February 2?,2026-02-02T00:00:00Z
0xbc31098a97448ebf99910233b250431f7350d092710cafeb357a274ed5542a00,Will there be exactly 0 earthquakes of magnitude 6.5 or higher worldwide by February 15?,2026-02-15T00:00:00Z
0xf8295db18c3f6e69e83b2663ff788092ac7bfd0d7098e3bdbed3955f6df695be,Will there be more than 5 earthquakes of magnitude 6.5 or higher worldwide by February 15?,2026-02-15T00:00:00Z
0x2f4acb50d1e8695c2206e272d5ccf8516d7e4a876c180745afc410f420a806c2,Will there be exactly 2 earthquakes of magnitude 6.5 or higher worldwide by February 15?,2026-02-15T00:00:00Z
0x00fcf8c3d9ca76940d288b40b6cc53e3aa3fbe11f2233971df49254e7539a5b9,Will there be exactly 4 earthquakes of magnitude 6.5 or higher worldwide by February 15?,2026-02-15T00:00:00Z
0x6af651cd8f28211ab86fa391f17a1333e89b43edae8591b0203fd4e4dd5b27ee,Will there be exactly 3 earthquakes of magnitude 6.5 or higher worldwide by February 15?,2026-02-15T00:00:00Z
0x76ae1b977eff71234961eba76944814b540eae7153f8010c66160b651e50fbbe,Will there be exactly 5 earthquakes of magnitude 6.5 or higher worldwide by February 15?,2026-02-15T00:00:00Z
0x46354d4ba5f43ecd6b25ece6230c347f226de2c303742083286716bdd6c16f60,Will there be exactly 1 earthquake of magnitude 6.5 or higher worldwide by February 15?,2026-02-15T00:00:00Z
0x8afd4f8cefbfdaac663861b75f618e3f13518da2e2039b558183b1b407581efa,Will there be exactly 1 earthquake of magnitude 6.5 or higher worldwide by February 22?,2026-02-22T00:00:00Z
0xea7121a9b167061806667626f9488acc5386cd813abb1d347fa7c505a9790ff6,Will there be more than 5 earthquakes of magnitude 6.5 or higher worldwide by February 22?,2026-02-22T00:00:00Z
0xea2a73396dd85280774897b26e03c95262ac537d817f0ac3fa2300364aed29a5,Will there be exactly 3 earthquakes of magnitude 6.5 or higher worldwide by February 22?,2026-02-22T00:00:00Z
0x3f4c10986b4dcd38239681f3d18b126613976aa430e91b504de165746ca7789f,Will there be exactly 4 earthquakes of magnitude 6.5 or higher worldwide by February 22?,2026-02-22T00:00:00Z
0x0d763e37fe0eaed22af1fae2aece062d4e09ccfb32988f7f7f187df998469374,Will there be exactly 0 earthquakes of magnitude 6.5 or higher worldwide by February 22?,2026-02-22T00:00:00Z
0x13a6561aefb0027bce8e6a798bdc9fcde07889005ede375ef511dee7d30e3516,Will there be exactly 2 earthquakes of magnitude 6.5 or higher worldwide by February 22?,2026-02-22T00:00:00Z
0x6a6a25188602a8964bced2c6ce082a476d144cc110f42390ab2bfd6c2845f885,Will there be exactly 5 earthquakes of magnitude 6.5 or higher worldwide by February 22?,2026-02-22T00:00:00Z
0x895751822191055f81a6fbe0c1eb47f8f6c1d3f9b6e4eac4334d17d3dda33c58,Will there be exactly 0 earthquakes of magnitude 6.5 or higher worldwide by March 1?,2026-03-01T00:00:00Z
0x1150cd12a2a57a79b47bb996026cdaae2c1a1f171262866122e55154c02eb7d7,Will there be exactly 4 earthquakes of magnitude 6.5 or higher worldwide by March 1?,2026-03-01T00:00:00Z
0x6b3a453bedc0afd3fc4124ab7276b95bd50284295b9dcc02285550af0ca639a7,Will there be exactly 5 earthquakes of magnitude 6.5 or higher worldwide by March 1?,2026-03-01T00:00:00Z
0x7991f8f80fcfe27840929f6a4816b3eb338e9f59c9defe820e5d525939845619,Will there be more than 5 earthquakes of magnitude 6.5 or higher worldwide by March 1?,2026-03-01T00:00:00Z
0x73d4226356866d828fbad76f0f63e4959f7b4eed90aaf4695442316d73269f30,Will there be exactly 3 earthquakes of magnitude 6.5 or higher worldwide by March 1?,2026-03-01T00:00:00Z
0x461e22e3ef7e027bb8e6a8e1c8e40db12235ff69ccc6cdcfb8200976d376a97c,Will there be exactly 1 earthquake of magnitude 6.5 or higher worldwide by March 1?,2026-03-01T00:00:00Z
0x45a632a5d2a8eef60c984fcc53e4f9cdc768c059dbebe4528dc0db9dfdfda50d,Will there be exactly 2 earthquakes of magnitude 6.5 or higher worldwide by March 1?,2026-03-01T00:00:00Z
0x2b7c8142b7c64cb1b421804741e7842aac85c92c5859cf66da5356949ddd95c9,Will there be exactly 1 earthquake of magnitude 6.5 or higher worldwide by March 8?,2026-03-08T00:00:00Z
0x026944f9af9d8aa9150e1eb7777130beae4cd0fbeb2e5c4caa44929ae3d6cc69,Will there be exactly 2 earthquakes of magnitude 6.5 or higher worldwide by March 8?,2026-03-08T00:00:00Z
0x6ac25f3bdd10c94a8fa9bc8b2c955d1bb448018e859613e174afb5de6db21e00,Will there be exactly 4 earthquakes of magnitude 6.5 or higher worldwide by March 8?,2026-03-08T00:00:00Z
0x7850e19406d84138901781bdb1ad1f1681de5006b807880f224d2db7949b0375,Will there be more than 5 earthquakes of magnitude 6.5 or higher worldwide by March 8?,2026-03-08T00:00:00Z
0x7bb6f418e2495c7d59635fa699aaf4167995b8835aeeb2113ebfadccb704c3c0,Will there be exactly 3 earthquakes of magnitude 6.5 or higher worldwide by March 8?,2026-03-08T00:00:00Z
0x70da368b2e9f3e846137ea663088dc205012514f2011e5a1d7e744ae1a8837d5,Will there be exactly 5 earthquakes of magnitude 6.5 or higher worldwide by March 8?,2026-03-08T00:00:00Z
0x4fe809d6e0afff1e1ea0dcfc6ce80a469ba5d6e9e366be22f59ad7e7ac76890c,Will there be exactly 0 earthquakes of magnitude 6.5 or higher worldwide by March 8?,2026-03-08T00:00:00Z
0xf55f9a24edbb80cfb5e25633c93c64fbf5ce47dd82f748c7aa4fad034a78f052,Will there be exactly 3 earthquakes of magnitude 6.5 or higher worldwide by March 15?,2026-03-15T00:00:00Z
0xc0feb4606e8a8881b6baad7ec05c7bd089672d0788e1b5e409e14a03fcc03727,Will there be exactly 5 earthquakes of magnitude 6.5 or higher worldwide by March 15?,2026-03-15T00:00:00Z
0x2a27b4825c7c45e08770a048697457241a670228c081e422f71b28cdd9302f08,Will there be more than 5 earthquakes of magnitude 6.5 or higher worldwide by March 15?,2026-03-15T00:00:00Z
0x713bbf64d1b17b7d2dc946d291dd965d5a6b1e643a1ded5784089332678299bc,Will there be exactly 1 earthquake of magnitude 6.5 or higher worldwide by March 15?,2026-03-15T00:00:00Z
0x49bb29b5a0b1165e35fcf94cc77a249fb7f6aecdcb5e318408ca89f15ffe07fe,Will there be exactly 4 earthquakes of magnitude 6.5 or higher worldwide by March 15?,2026-03-15T00:00:00Z
0x443ae803279d361eddfed7eaf8ee128d9d20ba40db50f8f4c90fe28268f56c66,Will there be exactly 2 earthquakes of magnitude 6.5 or higher worldwide by March 15?,2026-03-15T00:00:00Z
0x5c60bf92ee4d2183c90cb3fe0b8ed1119fe41e71c8ede25d016b155d02d20e5c,Will there be exactly 0 earthquakes of magnitude 6.5 or higher worldwide by March 15?,2026-03-15T00:00:00Z
0xa805b5ed2863c39bdeec09509a995a9db8a5a403bd5c6cbe271982646bea20f7,Will London have between 60-70mm of precipitation in March?,2026-03-31T00:00:00Z
0xb66d7b03b7d9a9573aee4f34648363231414085874fd2bde161b6b25d68c0b04,Will Seoul have 60mm or more of precipitation in March?,2026-03-31T00:00:00Z
0x9e8dd6ad590021a44e5f6b5dc20c7c64fdfa8bb332df500b9ecaa6f6b71c6205,Will London have 70mm or more of precipitation in March?,2026-03-31T00:00:00Z
0x951d30235bef7bd233b856eb9cfa2e08facf4131b02edadbfe377be532e2820d,Will London have less than 20mm of precipitation in March?,2026-03-31T00:00:00Z
0xf355655fbd08319839ed3aceda8119e10969be2b64bfa5b814aa80a3d1166f4f,Megaquake by March 31?,2026-03-31T00:00:00Z
0xf4619c85cae11645e2f7d838421085c278662ecf0f5fe440ccfbd067914b4967,Will Seoul have less than 30mm of precipitation in March?,2026-03-31T00:00:00Z
0x2084dd539afa47009cf282326f9071075f790c19fdf690ad0a4d4162ecc171b5,Will Seoul have between 35-40mm of precipitation in March?,2026-03-31T00:00:00Z
0x2592c27d2c907d67b658d74462668ca79c272f6a6d064b520f66633a57e90a59,Will London have between 40-50mm of precipitation in March?,2026-03-31T00:00:00Z
0x39dcc1cf335c089702207220dc164d2031d9d481b13f09fc450f8300fd3d7e37,Will London have between 20-30mm of precipitation in March?,2026-03-31T00:00:00Z
0x34b505206822c84123fbb326218d12c2863377914e2674c6c0d4a07a1f9185f3,Will Seoul have between 40-45mm of precipitation in March?,2026-03-31T00:00:00Z
0x0853966bf4298a16becfab005d73c84e9d10d593736fd54ae5f78849addb6d5b,Will London have between 50-60mm of precipitation in March?,2026-03-31T00:00:00Z
0x0cbd737a05551c9b5f71667367fceff5a588a4ff00639d703e66362f31432f21,Will Seoul have between 55-60mm of precipitation in March?,2026-03-31T00:00:00Z
0x0631957f78eda6e83697477614619470eb6ded87382aaa75b6dd75cc35101614,Will Seoul have between 50-55mm of precipitation in March?,2026-03-31T00:00:00Z
0x125fae06672f3dca12e3db118512ccd14638b4b9db222ab7d6c70e52436e6dbf,Will London have between 30-40mm of precipitation in March?,2026-03-31T00:00:00Z
0x12be0cca95839362b481d10188bc7f9f3ac72af7835e7a07aedc7488afdd31d6,Will Seoul have between 45-50mm of precipitation in March?,2026-03-31T00:00:00Z
0x5b39a8bfcbbafa4180f6a1973a0ee9ca31e01f3e50d0be634a433c2af4fa35e6,Will Seoul have between 30-35mm of precipitation in March?,2026-03-31T00:00:00Z
0xab66bc7bd374546d9f4469539d382d6b89fab47185e18b7a95e496cb417abc14,Will the maximum Arctic sea ice extent this winter be between 14.2m & 14.4m square kilometers?,2026-04-01T00:00:00Z
0xefaeb34043f22c39e83999ba80da714a07538864c168273ffd55b71227350f03,Will the maximum Arctic sea ice extent this winter be between 14.6m & 14.8m square kilometers?,2026-04-01T00:00:00Z
0xc78b297583d230d0e5d32c37528160c927de662fcb50ce37348d6716f9baa022,Will the maximum Arctic sea ice extent this winter be between 14.4m & 14.6m square kilometers?,2026-04-01T00:00:00Z
0x08fd1649340d10dc0b375551a94417ed7d2f725cd35da61660d94b6278158126,Will the maximum Arctic sea ice extent this winter be between 14.8m & 15m square kilometers?,2026-04-01T00:00:00Z
0x11962641a7864d5ce1205a92bf45171add9ebd5c24af00645ea4ef6ac40f8c00,Will the maximum Arctic sea ice extent this winter be between 14m & 14.2m square kilometers?,2026-04-01T00:00:00Z
0x7565fa4841aff5623c741ffb79a99d8970f86a84d7966d186d882e9af695e801,Will the maximum Arctic sea ice extent this winter be <14m square kilometers?,2026-04-01T00:00:00Z
0x4b40d30ff10830a0dfd25288b0c3ac896d93bb2c94c754c750513e6a8cf8e073,Will the maximum Arctic sea ice extent this winter be at least 15m square kilometers?,2026-04-01T00:00:00Z
0xf85db40d68e4816027b351a0a934d790160a9e2a145d659dab4739b9a980f6cd,Will London have between 60-70mm of precipitation in April?,2026-04-30T00:00:00Z
0xc9804657495004da1eabe086f08bfa2a0a83f8ec02630d73248de80357cc297a,Will London have between 50-60mm of precipitation in April?,2026-04-30T00:00:00Z
0x212128f1da71fa9d86a10fb654a67b729b48ef96f1ab34af1fa1438199811c32,Will London have between 20-30mm of precipitation in April?,2026-04-30T00:00:00Z
0x0c555465c8840406d8ce450ecf0a98e20020e1b88ee2855b0618b7e7010033dc,Will London have between 30-40mm of precipitation in April?,2026-04-30T00:00:00Z
0x65034eb62e5812098462aa0452ae0fb54db99b55d1763ae2d64317af8aae5c6b,Will London have less than 20mm of precipitation in April?,2026-04-30T00:00:00Z
0x67533932f32371a17426ab9f1e0d5820535546b6705a4f4cf25090b51ee4cbe1,Will London have between 40-50mm of precipitation in April?,2026-04-30T00:00:00Z
0x572b967cbb2e8f78059f65d345cc3985cfa65dede6fd359eeee10ecb483fe80e,Will London have 70mm or more of precipitation in April?,2026-04-30T00:00:00Z
0xb891d599b75f454a663873ff7495141fd4c8d1b36f378bb593464cf5ebeed76c,Will Detroit record the first snowfall?,2026-05-01T00:00:00Z
0x9e645463cfe5fca492926531a4b57eba5390328eb3ee005890524a8699889ebc,Will New York City record the first snowfall?,2026-05-01T00:00:00Z
0xd66921a35e610c40cebdfe46cd6b2458510f155ed38d1045a41d2317ba31ca45,Will another city record the first snowfall?,2026-05-01T00:00:00Z
0x28730439c0a67260a7924beaf32648b8fbd86501d874805ba1741c39023c0b5b,Will St. Louis record the first snowfall?,2026-05-01T00:00:00Z
0x1c236208c8fca6b1ce2f4c9b91bc1c2dbb255e3fec064a3c0ed2dcb82b225485,Will Chicago record the first snowfall?,2026-05-01T00:00:00Z
0x4495596ef99ce27149438102ea678eaba0c46053ce37abda7140680cc84b13ad,Confirmed case of Hantavirus in US by May 15?,2026-05-15T00:00:00Z
0xa717df3decd9f41d8f330ca543f38dcf74895110275b318f7934879dd260fd57,Confirmed case of Hantavirus in US by May 31?,2026-05-31T00:00:00Z
0xf410fc9d37983494010f4102e57b5ec5e0f02712692e6ed749dba71e55f6333c,Another confirmed case of Hantavirus in US by May 31?,2026-05-31T00:00:00Z
0xda286fc6da9625b9ea72ad8a8593a150a4982762f99f1289b15a76948915ce64,Will a hurricane make landfall in the US by May 31?,2026-05-31T00:00:00Z
0xd1b5f2ca840de370c633eb7e640296a21eb8f82fd946c485d3274ee8a8d75381,Will a hurricane form by May 31?,2026-05-31T00:00:00Z
0xc2bdda12ca77e062b4a18299f3a0f29db5ae75b2812e5f7b288c9f6010dd4311,Will it rain in Denver on June 9?,2026-06-09T00:00:00Z
0xc571c8433f13f5eee92f53532453d5abca53f0538468ca57e12af6473794a944,Will it rain in Dallas on June 9?,2026-06-09T00:00:00Z
0xd95de5e932586f26eae113764ce8ed79c526a60a773e84b2e48f4f83b5aa3e77,Will it rain in San Francisco on June 9?,2026-06-09T00:00:00Z
0x7a6c7d51b9de3a3439ebb40128875c9f3efa742f7794148b391e74d6a24cb45f,Will it rain in Central Park on June 9?,2026-06-09T00:00:00Z
0x7317d87ee12d75b901d52928bbc8244945e4d62e6bc2dcd90ed19bf7f614c092,Will it rain in Boston on June 9?,2026-06-09T00:00:00Z
0x5d42e0ea713c1472bf220fa09821e59c28068b7f4bbfb7fa927bf501d604d9d9,Will it rain in Atlanta on June 9?,2026-06-09T00:00:00Z
0x85c994bc7dcf1cd6f37f0c21d1be4df282749dbdd6b81e2a9ee912d65f2aa614,Will it rain in Dallas on June 10?,2026-06-10T00:00:00Z
0xe45bdc436a303864de01c5341f21efc645dbc6c95e2512bfeb965e65a0aa43d7,Will it rain in Boston on June 10?,2026-06-10T00:00:00Z
0xfe91ff9b34aae58051414c3047dcece9eb7e0b528a2a191440242f72f8789baa,Will it rain in Atlanta on June 10?,2026-06-10T00:00:00Z
0xf0ba70a771a47929e1290a9c57cbfe65210897896e265e8849a16269f7a21b53,Will it rain in San Francisco on June 10?,2026-06-10T00:00:00Z
0x64990aa975084419e9a50b29448505f008a446bc5191d04f1c2795cd80852096,Will it rain in Denver on June 10?,2026-06-10T00:00:00Z
0x2c8de9b5699963744b5bc15b9cc6e1f79ee3a06217b137fc0145d87510350b18,Ebola emergency by June 30?,2026-06-30T00:00:00Z
0x0a632e4dc9cce43da54a282cb46784ee9a13b0e0825c831f4d122531143e8ace,Ebola case in the US by June 30?,2026-06-30T00:00:00Z
0x63bd6b51d2fd4ddb1a1b9e5a29fd949e52907b0d2dd58dfaa399ce1e9d2939b6,Megaquake by June 30?,2026-06-30T00:00:00Z
0x4cd71e7b8c5c3f7cd1fc025002b2982aae1e5f70a65bf1faaae121299127537b,Hantavirus lab leak confirmed by June 30?,2026-06-30T00:00:00Z
0x57c9a5817bc945d71686ed859417a1d26bd63f0e416f8b21156fa1c87f05f77a,Hantavirus outbreak by June 30?,2026-06-30T00:00:00Z
0xb0e4524bc90c5388b195d544739e5c6b6802bb6271c32fda29a39b410a98eb9e,England-Mexico game rescheduled to different time?,2026-07-05T00:00:00Z
0x32db9a3b8f05993f1760e8b1afc39647b5a1f7721ff47a16791d129c00fd0050,England-Mexico game rescheduled to a different date?,2026-07-05T00:00:00Z
0x92033b2667ee97c7c817c01a4187e67148c6bd3febe357edabbe8d2b665722fd,Will it rain in Dallas on July 4?,2026-07-06T00:00:00Z
0xbfb226847990a1af4ad298a6dbff96dec996aecd0357fe12aca74c04d26ff191,Will it rain in Boston on July 4?,2026-07-06T00:00:00Z
0x3a5b45f7da2930791f79c0869ae8d9616316f2306d72e8f70966993be5c43d6a,Will it rain in San Francisco on July 4?,2026-07-06T00:00:00Z
0x420ddb91810dcb0c72789fbafbc2db050e86539155afe4b46ca07448deea4d4f,Will it rain in New York City on July 4?,2026-07-06T00:00:00Z
0x0bdcad7bdef6d8ba6eab0d3e856de056618d73427ef4090de61c58dcbf9b4019,Will it rain in Washington D.C. on July 4?,2026-07-06T00:00:00Z
0x1fb50a955369130f33ffdd87f7bd53696ee1ba90743ea9b5c51855df37c311a3,Will it rain in Atlanta on July 4?,2026-07-06T00:00:00Z
0x5cae330cf1aa19d686e0907e92a68444467b2ad9f7ee73d212e655972c710e23,Will it rain in Denver on July 4?,2026-07-06T00:00:00Z
0xfd0386e02895c709df727a456ad0f2130f381146b5ed0673db712ab56f7d457d,England-Norway game rescheduled to different time?,2026-07-11T00:00:00Z
0x9be6fbcc403919b5c45b160b2350ae2761c00db18da08b45053fd38cd5c23de8,"Chicago Air Quality Index below 100 by July 18, 2026?",2026-07-18T00:00:00Z
0x3044e19a1ade0c0972d230b0eae47119933671feecccc7b31d1b4ddb7e0efa6b,"Philadelphia Air Quality Index below 100 by July 18, 2026?",2026-07-18T00:00:00Z
